Make,Price,Mileage,Cylinder,Liter,Cruise,Sound,Leather
Pontiac," 18,856.02 "," 22,423 ",6,3.8,1,1,0
Pontiac," 18,566.07 "," 24,747 ",6,3.8,1,1,1
Pontiac," 18,063.00 "," 27,574 ",6,3.8,1,0,0
Pontiac," 17,768.06 "," 28,385 ",6,3.8,1,1,1
Pontiac," 23,197.44 "," 2,295 ",6,3.8,1,1,1
Pontiac," 23,102.02 "," 5,653 ",6,3.8,1,0,0
Pontiac," 22,460.53 "," 8,928 ",6,3.8,1,0,1
Pontiac," 21,607.77 "," 11,069 ",6,3.8,1,0,1
Pontiac," 22,004.93 "," 15,516 ",6,3.8,1,1,1
Pontiac," 20,830.99 "," 19,419 ",6,3.8,1,1,0
Pontiac," 20,109.90 "," 22,891 ",6,3.8,1,1,1
Pontiac," 19,116.13 "," 26,252 ",6,3.8,1,0,1
Pontiac," 19,689.74 "," 27,077 ",6,3.8,1,1,0
Pontiac," 19,338.38 "," 27,966 ",6,3.8,1,0,1
Pontiac," 21,903.32 "," 4,537 ",6,3.5,1,1,0
Pontiac," 22,736.83 "," 5,690 ",6,3.5,1,1,1
Pontiac," 22,104.97 "," 9,049 ",6,3.5,1,1,1
Pontiac," 22,311.05 "," 11,221 ",6,3.5,1,1,1
Pontiac," 21,875.10 "," 12,313 ",6,3.5,1,0,1
Pontiac," 20,627.66 "," 20,770 ",6,3.5,1,1,1
Pontiac," 19,540.24 "," 22,628 ",6,3.5,1,1,0
Pontiac," 19,204.81 "," 26,477 ",6,3.5,1,0,1
Pontiac," 18,158.08 "," 28,354 ",6,3.5,1,0,0
Pontiac," 18,529.34 "," 30,063 ",6,3.5,1,0,1
Pontiac," 21,383.07 "," 7,287 ",6,3.5,1,1,1
Pontiac," 20,452.67 "," 10,338 ",6,3.5,1,0,0
Pontiac," 20,677.59 "," 11,204 ",6,3.5,1,1,0
Pontiac," 19,294.79 "," 19,539 ",6,3.5,1,0,0
Pontiac," 18,548.98 "," 20,870 ",6,3.5,1,0,0
Pontiac," 18,042.22 "," 21,702 ",6,3.5,1,0,0
Pontiac," 18,620.87 "," 25,516 ",6,3.5,1,0,1
Pontiac," 17,023.94 "," 30,404 ",6,3.5,1,0,0
Pontiac," 16,216.98 "," 35,624 ",6,3.5,1,1,0
Pontiac," 15,792.83 "," 41,566 ",6,3.5,1,1,1
Pontiac," 17,360.81 ", 881 ,6,3.4,0,1,1
Pontiac," 17,675.84 "," 5,131 ",6,3.4,0,1,1
Pontiac," 17,141.94 "," 6,761 ",6,3.4,1,1,1
Pontiac," 17,202.83 "," 9,380 ",6,3.4,0,1,1
Pontiac," 16,792.68 "," 12,071 ",6,3.4,1,1,1
Pontiac," 15,595.88 "," 18,315 ",6,3.4,0,1,1
Pontiac," 15,253.87 "," 20,917 ",6,3.4,1,1,1
Pontiac," 15,594.81 "," 22,414 ",6,3.4,0,1,1
Pontiac," 15,059.13 "," 22,641 ",6,3.4,1,1,1
Pontiac," 14,703.14 "," 23,335 ",6,3.4,0,1,1
Pontiac," 15,979.01 "," 3,946 ",4,2.2,1,1,1
Pontiac," 16,379.85 "," 4,188 ",4,2.2,1,1,1
Pontiac," 15,327.10 "," 4,318 ",4,2.2,0,1,1
Pontiac," 15,846.01 "," 5,350 ",4,2.2,0,1,1
Pontiac," 15,604.15 "," 5,788 ",4,2.2,1,1,1
Pontiac," 14,841.92 "," 12,420 ",4,2.2,0,1,1
Pontiac," 15,077.18 "," 13,262 ",4,2.2,0,1,1
Pontiac," 13,961.11 "," 19,602 ",4,2.2,0,1,1
Pontiac," 13,034.07 "," 23,976 ",4,2.2,0,1,1
Pontiac," 13,162.85 "," 24,542 ",4,2.2,0,1,1
Pontiac," 18,254.92 "," 16,554 ",6,3.8,1,1,1
Pontiac," 17,095.04 "," 18,720 ",6,3.8,1,0,0
Pontiac," 17,162.87 "," 20,829 ",6,3.8,1,0,0
Pontiac," 16,391.17 "," 21,304 ",6,3.8,1,1,0
Pontiac," 15,788.10 "," 25,295 ",6,3.8,1,1,0
Pontiac," 16,569.14 "," 25,777 ",6,3.8,1,0,0
Pontiac," 16,997.69 "," 25,830 ",6,3.8,1,0,1
Pontiac," 16,283.96 "," 26,511 ",6,3.8,1,0,1
Pontiac," 15,457.17 "," 29,925 ",6,3.8,1,1,0
Pontiac," 14,963.05 "," 31,471 ",6,3.8,1,1,0
Pontiac," 21,230.98 "," 11,229 ",6,3.8,1,1,0
Pontiac," 22,100.39 "," 12,314 ",6,3.8,1,1,0
Pontiac," 21,300.02 "," 12,772 ",6,3.8,1,1,0
Pontiac," 21,281.88 "," 17,417 ",6,3.8,1,1,1
Pontiac," 19,646.72 "," 21,132 ",6,3.8,1,1,1
Pontiac," 20,173.91 "," 21,211 ",6,3.8,1,0,1
Pontiac," 18,701.22 "," 24,992 ",6,3.8,1,0,0
Pontiac," 19,423.17 "," 25,557 ",6,3.8,1,0,1
Pontiac," 19,956.76 "," 26,028 ",6,3.8,1,1,0
Pontiac," 19,448.23 "," 27,721 ",6,3.8,1,0,1
Pontiac," 19,822.12 "," 1,592 ",6,3.8,1,1,0
Pontiac," 19,567.26 "," 2,189 ",6,3.8,1,1,1
Pontiac," 16,853.11 "," 17,959 ",6,3.8,1,0,0
Pontiac," 16,516.96 "," 20,751 ",6,3.8,1,1,1
Pontiac," 15,979.01 "," 21,974 ",6,3.8,1,0,0
Pontiac," 16,256.24 "," 22,637 ",6,3.8,1,0,0
Pontiac," 15,724.25 "," 23,989 ",6,3.8,1,0,0
Pontiac," 15,967.25 "," 25,598 ",6,3.8,1,0,0
Pontiac," 16,041.69 "," 27,800 ",6,3.8,1,1,0
Pontiac," 15,756.15 "," 29,325 ",6,3.8,1,1,0
Pontiac," 32,422.76 "," 9,185 ",8,5.7,1,1,1
Pontiac," 32,219.59 "," 10,915 ",8,5.7,1,1,1
Pontiac," 31,024.87 "," 13,678 ",8,5.7,1,1,1
Pontiac," 29,595.79 "," 16,193 ",8,5.7,1,0,1
Pontiac," 29,664.70 "," 21,418 ",8,5.7,1,0,1
Pontiac," 27,425.84 "," 23,886 ",8,5.7,1,0,1
Pontiac," 27,370.96 "," 24,960 ",8,5.7,1,1,1
Pontiac," 27,548.63 "," 26,126 ",8,5.7,1,1,1
Pontiac," 28,502.31 "," 27,199 ",8,5.7,1,1,1
Pontiac," 25,527.01 "," 36,480 ",8,5.7,1,1,1
Pontiac," 13,160.12 "," 13,145 ",4,2.2,0,1,1
Pontiac," 12,830.10 "," 17,830 ",4,2.2,1,1,1
Pontiac," 12,828.03 "," 19,081 ",4,2.2,1,1,1
Pontiac," 12,878.05 "," 19,225 ",4,2.2,1,1,1
Pontiac," 12,832.46 "," 20,618 ",4,2.2,1,1,1
